name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,sugar_1,Sugar_2,Blood_1,Blood_2
AAEL023559-RA-E2,9.2,2,16.5,0.142,-2.8,2.3,2.54838669587526e-05,0.8215,3e-04,1,0,4,15,18
AAEL000596-RB-E7,23.5,35.5,11.5,3.025,1.6,3.6,2.55016014663451e-05,0.822,3e-04,1,37,34,11,12
AAEL012351-RB-E5,9.8,2.5,17,0.154,-2.7,2.4,2.55689441269417e-05,0.8242,3e-04,1,2,3,20,14
AAEL027190-RA-E4,151,106.5,195.5,0.543,-0.9,6.1,2.55898782921526e-05,0.8248,3e-04,1,96,117,185,206
AAEL019542-RA-E5,56.5,35,78,0.452,-1.1,4.7,2.55986479076498e-05,0.8251,3e-04,1,42,28,79,77
AAEL022806-RF-E2,46.2,28,64.5,0.437,-1.2,4.4,2.57043691536502e-05,0.8285,3e-04,1,28,28,72,57
AAEL009765-RA-E3,30.2,16,44.5,0.355,-1.5,3.8,2.57183397468084e-05,0.8289,3e-04,1,20,12,41,48
AAEL006320-RB-E12,59.8,38,81.5,0.463,-1.1,4.8,2.57251375688844e-05,0.8291,3e-04,1,45,31,78,85
AAEL019837-RA-E19,5.5,0.5,10.5,0.08,-3.6,1.7,2.58241711991121e-05,0.8323,3e-04,1,0,1,11,10
AAEL011741-RD-E4,93.2,125.5,61,2.061,1,5.4,2.58579770831031e-05,0.8333,3e-04,1,128,123,74,48
AAEL017508-RC-E5,95.5,60.5,130.5,0.463,-1.1,5.4,2.59300031948874e-05,0.8356,3e-04,1,66,55,104,157
AAEL019880-RA-E13,19.5,8,31,0.263,-1.9,3.2,2.59639382866929e-05,0.8367,3e-04,1,9,7,22,40
AAEL007494-RA-E1,58,79,37,2.13,1.1,4.8,2.59797961386627e-05,0.8372,3e-04,1,77,81,39,35
AAEL007189-RE-E2,8.8,15.5,2,7.149,2.8,2.3,2.60059503076597e-05,0.838,3e-04,1,13,18,3,1
AAEL010270-RA-E1,6.8,1,12.5,0.095,-3.4,1.9,2.60340748786971e-05,0.8389,3e-04,1,2,0,11,14
AAEL001915-RB-E7,41.8,24.5,59,0.414,-1.3,4.3,2.62356439703318e-05,0.8453,3e-04,1,25,24,52,66
AAEL008773-RA-E10,226,286,166,1.722,0.8,6.7,2.62673746528877e-05,0.8463,3e-04,1,299,273,169,163
AAEL005281-RA-E3,60.2,37,83.5,0.441,-1.2,4.8,2.64451648091114e-05,0.852,3e-04,1,47,27,86,81
AAEL004436-RA-E3,117.8,79,156.5,0.506,-1,5.7,2.64553892045464e-05,0.8523,3e-04,1,86,72,135,178
AAEL009273-RA-E6,10.2,1.5,19,0.101,-3.3,2.4,2.64833855269655e-05,0.8532,3e-04,1,2,1,9,29
AAEL013546-RB-E3,28,14.5,41.5,0.361,-1.5,3.7,2.64872978784785e-05,0.8533,3e-04,1,16,13,45,38
AAEL000581-RA-E4,44,63.5,24.5,2.572,1.4,4.4,2.65666192779134e-05,0.8558,3e-04,1,75,52,20,29
AAEL020279-RA-E3,10.2,18,2.5,7.321,2.9,2.5,2.65970814317823e-05,0.8568,3e-04,1,23,13,3,2
AAEL000706-RA-E5,76.8,51,102.5,0.501,-1,5.1,2.6715944820169e-05,0.8606,3e-04,1,52,50,101,104
AAEL027380-RA-E2,37.5,21,54,0.39,-1.4,4.1,2.67386967654184e-05,0.8613,3e-04,1,15,27,54,54
AAEL010860-RA-E3,113.8,79.5,148,0.538,-0.9,5.7,2.67562042425481e-05,0.8618,3e-04,1,84,75,151,145
AAEL012019-RA-E6,113.2,75,151.5,0.497,-1,5.7,2.68421248799778e-05,0.8646,3e-04,1,81,69,128,175
AAEL026093-RA-E1,9.2,16,2.5,6.137,2.6,2.4,2.69192671555827e-05,0.867,3e-04,1,17,15,4,1
AAEL013355-RA-E6,7.8,1.5,14,0.123,-3,2.1,2.69330652624938e-05,0.8675,3e-04,1,3,0,15,13
AAEL001844-RA-E2,19,29.5,8.5,3.393,1.8,3.3,2.69424428541508e-05,0.8677,3e-04,1,28,31,10,7
AAEL009274-RA-E2,81.8,47.5,116,0.41,-1.3,5.2,2.69907203134114e-05,0.8693,3e-04,1,48,47,82,150
AAEL010382-RA-E5,21.5,33,10,3.19,1.7,3.5,2.70356703400137e-05,0.8707,3e-04,1,35,31,8,12
AAEL009381-RB-E11,159,111,207,0.535,-0.9,6.2,2.70474467532647e-05,0.871,3e-04,1,124,98,191,223
AAEL005943-RB-E6,33.5,18.5,48.5,0.388,-1.4,4,2.70482483721849e-05,0.871,3e-04,1,18,19,54,43
AAEL009895-RB-E5,18,29,7,4.227,2.1,3.2,2.70484334828411e-05,0.871,3e-04,1,36,22,5,9
AAEL028188-RA-E5,89.2,118,60.5,1.947,1,5.4,2.70892260772727e-05,0.8723,3e-04,1,116,120,62,59
AAEL009084-RA-E2,45.5,25.5,65.5,0.389,-1.4,4.4,2.72363119102448e-05,0.877,3e-04,1,35,16,63,68
AAEL005384-RA-E1,12.2,4,20.5,0.218,-2.2,2.7,2.72851239185093e-05,0.8786,3e-04,1,4,4,23,18
AAEL014768-RB-E4,71,96,46,2.068,1,5.1,2.73222601924124e-05,0.8797,3e-04,1,90,102,47,45
AAEL002406-RA-E2,47.5,27.5,67.5,0.406,-1.3,4.5,2.73796386339439e-05,0.8815,3e-04,1,33,22,79,56
AAEL011023-RB-E6,49.5,30.5,68.5,0.45,-1.2,4.5,2.74983739927195e-05,0.8853,3e-04,1,30,31,62,75
AAEL001416-RB-E4,130.5,91.5,169.5,0.538,-0.9,5.9,2.75214534718282e-05,0.8861,3e-04,1,85,98,182,157
AAEL012553-RA-E12,42.2,25,59.5,0.424,-1.2,4.3,2.76710418338771e-05,0.8908,3e-04,1,29,21,58,61
AAEL020655-RA-E3,45.2,27,63.5,0.419,-1.3,4.4,2.76867724551817e-05,0.8913,3e-04,1,21,33,67,60
AAEL014345-RA-E3,35.8,21,50.5,0.411,-1.3,4.1,2.77372855954802e-05,0.8929,3e-04,1,21,21,51,50
AAEL007069-RA-E5,201,144,258,0.558,-0.8,6.5,2.77903390227638e-05,0.8946,3e-04,1,161,127,264,252
AAEL011382-RB-E2,44.8,27,62.5,0.436,-1.2,4.4,2.77984218698476e-05,0.8948,3e-04,1,29,25,67,58
AAEL005791-RB-E3,38,20.5,55.5,0.373,-1.4,4.1,2.77985783992965e-05,0.8948,3e-04,1,13,28,54,57
AAEL011870-RB-E6,74,48.5,99.5,0.488,-1,5.1,2.78224034966036e-05,0.8955,3e-04,1,42,55,101,98
AAEL011287-RA-E4,87.8,60,115.5,0.516,-1,5.3,2.78510178307317e-05,0.8964,3e-04,1,59,61,116,115
AAEL001946-RD-E3,73.2,99.5,47,2.104,1.1,5.1,2.78510219068484e-05,0.8964,3e-04,1,97,102,56,38
AAEL008134-RA-E4,35,16.5,53.5,0.307,-1.7,4,2.78617159641744e-05,0.8967,3e-04,1,24,9,65,42
AAEL020311-RA-E1,27.8,14.5,41,0.364,-1.5,3.7,2.78636687067772e-05,0.8968,3e-04,1,16,13,37,45
AAEL020957-RA-E6,39.8,23.5,56,0.42,-1.3,4.2,2.796211878545e-05,0.8999,3e-04,1,22,25,54,58
AAEL005861-RB-E7,227.8,164.5,291,0.566,-0.8,6.7,2.79694125491025e-05,0.9001,3e-04,1,181,148,282,300
AAEL017368-RA-E1,154,102.5,205.5,0.499,-1,6.1,2.80859011009447e-05,0.9038,3e-04,1,124,81,190,221
AAEL004482-RA-E2,58,37,79,0.472,-1.1,4.7,2.86564058750572e-05,0.9222,3e-04,1,36,38,74,84
AAEL014382-RA-E3,8.8,15.5,2,7.146,2.8,2.3,2.87370222194643e-05,0.9247,3e-04,1,13,18,1,3
AAEL006978-RG-E6,27,39.5,14.5,2.759,1.5,3.8,2.87619094729726e-05,0.9255,3e-04,1,38,41,16,13
AAEL002551-RB-E7,82.8,55.5,110,0.504,-1,5.2,2.88974035668275e-05,0.9298,3e-04,1,58,53,119,101
AAEL003594-RB-E5,75.5,46.5,104.5,0.443,-1.2,5.1,2.8961039656926e-05,0.9319,3e-04,1,35,58,90,119
AAEL003679-RA-E3,26.2,14,38.5,0.363,-1.5,3.6,2.91738130344381e-05,0.9387,3e-04,1,13,15,40,37
AAEL014734-RA-E3,37.8,21.5,54,0.403,-1.3,4.1,2.92503780690799e-05,0.9411,3e-04,1,27,16,52,56
AAEL003365-RB-E4,34.8,20.5,49,0.412,-1.3,4,2.92988048997698e-05,0.9426,3e-04,1,20,21,48,50
AAEL002564-RA-E2,7,13.5,0.5,18.019,4.2,2.1,2.93893232742037e-05,0.9455,3e-04,1,20,7,0,1
AAEL011563-RB-E5,34.8,49.5,20,2.509,1.3,4.1,2.94051752911522e-05,0.946,3e-04,1,53,46,20,20
AAEL014896-RB-E1,8,14.5,1.5,8.79,3.1,2.3,2.94616149728289e-05,0.9478,3e-04,1,16,13,2,1
AAEL004305-RB-E1,56.8,35,78.5,0.444,-1.2,4.7,2.9757813216159e-05,0.9573,3e-04,1,33,37,65,92
AAEL012897-RA-E5,293,369.5,216.5,1.707,0.8,7.1,2.99267001494985e-05,0.9627,3e-04,1,371,368,235,198
AAEL026896-RA-E1,20.5,31.5,9.5,3.304,1.7,3.4,2.9929132815111e-05,0.9627,3e-04,1,30,33,9,10
AAEL021582-RA-E1,63.2,38.5,88,0.438,-1.2,4.9,3.00049090228124e-05,0.9651,3e-04,1,49,28,81,95
AAEL027054-RA-E1,54.8,35,74.5,0.467,-1.1,4.7,3.00978064575815e-05,0.9681,3e-04,1,36,34,78,71
AAEL005286-RB-E3,25.8,13,38.5,0.345,-1.5,3.6,3.01497946006873e-05,0.9697,3e-04,1,13,13,34,43
AAEL001503-RB-E9,9,15.5,2.5,6.384,2.7,2.4,3.01824575477281e-05,0.9708,3e-04,1,15,16,3,2
AAEL012410-RB-E9,52.8,33,72.5,0.45,-1.2,4.6,3.01949712163703e-05,0.9711,3e-04,1,33,33,81,64
AAEL009615-RA-E2,41,57.5,24.5,2.364,1.2,4.3,3.0245307303921e-05,0.9727,3e-04,1,56,59,25,24
AAEL004692-RB-E6,4.8,9.5,0,74.342,6.2,1.7,3.02582935536163e-05,0.9731,3e-04,1,7,12,0,0
AAEL001827-RA-E2,30.8,16.5,45,0.364,-1.5,3.8,3.03295377797466e-05,0.9754,3e-04,1,21,12,44,46
AAEL011584-RA-E2,45.5,25,66,0.385,-1.4,4.4,3.03599616544102e-05,0.9763,3e-04,1,31,19,79,53
AAEL014516-RA-E1,77.5,105,50,2.1,1.1,5.2,3.04077153811055e-05,0.9778,3e-04,1,98,112,60,40
AAEL019778-RA-E1,38.8,23,54.5,0.42,-1.3,4.2,3.06239411282981e-05,0.9847,3e-04,1,25,21,53,56
AAEL022105-RA-E14,66.8,43,90.5,0.477,-1.1,4.9,3.0714572879792e-05,0.9876,3e-04,1,43,43,101,80
AAEL003536-RA-E3,24.8,13,36.5,0.355,-1.5,3.6,3.07157063349775e-05,0.9876,3e-04,1,14,12,37,36
AAEL003886-RA-E2,12.8,4.5,21,0.221,-2.2,2.7,3.09038745903832e-05,0.9937,3e-04,1,3,6,23,19
AAEL002115-RB-E3,37.2,21.5,53,0.406,-1.3,4.1,3.09364515432894e-05,0.9947,3e-04,1,25,18,54,52
AAEL014642-RB-E1,277.8,205,350.5,0.585,-0.8,7,3.09433394999082e-05,0.9949,3e-04,1,203,207,324,377
AAEL019482-RA-E4,169.2,217.5,121,1.793,0.8,6.3,3.09921609382556e-05,0.9964,3e-04,1,201,234,121,121
AAEL009359-RA-E2,12.8,21.5,4,5.766,2.5,2.8,3.10546779908434e-05,0.9984,3e-04,1,16,27,5,3
AAEL002850-RA-E7,23.8,11.5,36,0.331,-1.6,3.5,3.11538697849554e-05,1,3e-04,1,13,10,32,40
AAEL009551-RB-E1,6.5,12,1,11.562,3.5,2,3.11587659630601e-05,1,3e-04,1,14,10,0,2
AAEL023252-RA-E3,26.8,14,39.5,0.362,-1.5,3.7,3.11964088463299e-05,1,3e-04,1,15,13,37,42
AAEL007857-RB-E4,92,62,122,0.508,-1,5.4,3.12264194645207e-05,1,3e-04,1,59,65,110,134
AAEL007395-RA-E2,45.8,27,64.5,0.423,-1.2,4.4,3.12362616782601e-05,1,3e-04,1,26,28,54,75
AAEL023217-RA-E5,17.8,7,28.5,0.258,-2,3.1,3.12850016875593e-05,1,3e-04,1,4,10,23,34
AAEL011343-RB-E2,56.5,79,34,2.315,1.2,4.8,3.14083677808072e-05,1,3e-04,1,65,93,38,30
AAEL019574-RA-E5,34.8,19.5,50,0.393,-1.3,4,3.15995701330624e-05,1,3e-04,1,18,21,43,57
AAEL003922-RA-E2,30.5,16.5,44.5,0.371,-1.4,3.8,3.17212386798356e-05,1,3e-04,1,20,13,49,40
AAEL003874-RA-E4,44.2,26.5,62,0.427,-1.2,4.4,3.1749538958413e-05,1,3e-04,1,22,31,60,64
AAEL008639-RB-E7,68,92,44,2.085,1.1,5,3.17523294490062e-05,1,3e-04,1,86,98,40,48
AAEL006355-RB-E4,12.2,20.5,4,5.112,2.4,2.8,3.17729904286541e-05,1,3e-04,1,25,16,3,5
AAEL011958-RB-E1,87.8,58.5,117,0.499,-1,5.3,3.17853743872267e-05,1,3e-04,1,49,68,121,113
AAEL011645-RA-E1,28.2,15,41.5,0.369,-1.4,3.7,3.18243609863648e-05,1,3e-04,1,14,16,40,43
AAEL010230-RA-E3,245.5,313,178,1.761,0.8,6.8,3.18330014612878e-05,1,3e-04,1,319,307,158,198
AAEL005943-RB-E1,43.2,26,60.5,0.431,-1.2,4.3,3.18663504646097e-05,1,3e-04,1,24,28,56,65
AAEL002978-RD-E4,104.8,67,142.5,0.473,-1.1,5.6,3.19039557512543e-05,1,3e-04,1,53,81,124,161
AAEL006900-RA-E2,21.5,10.5,32.5,0.321,-1.6,3.4,3.1910219790121e-05,1,3e-04,1,9,12,33,32
AAEL002565-RH-E21,36.2,53,19.5,2.703,1.4,4.1,3.19761661845213e-05,1,3e-04,1,63,43,19,20
AAEL017335-RB-E13,9,2,16,0.154,-2.7,2.3,3.1981077852087e-05,1,3e-04,1,3,1,13,19
AAEL005817-RA-E1,344.5,429.5,259.5,1.655,0.7,7.3,3.20157789026696e-05,1,3e-04,1,419,440,270,249
AAEL001742-RB-E14,58.8,37.5,80,0.469,-1.1,4.8,3.2019211602572e-05,1,3e-04,1,42,33,81,79
AAEL026474-RA-E6,79.2,50.5,108,0.47,-1.1,5.2,3.20600580134573e-05,1,3e-04,1,63,38,107,109
AAEL011006-RB-E3,66,41,91,0.449,-1.2,4.9,3.20788526562836e-05,1,3e-04,1,45,37,74,108
AAEL010850-RN-E7,94.8,140,49.5,2.816,1.5,5.5,3.22457624887073e-05,1,3e-04,1,159,121,26,73
AAEL024583-RA-E14,19.5,30.5,8.5,3.617,1.9,3.3,3.22989473631763e-05,1,3e-04,1,36,25,7,10
AAEL012960-RA-E2,29,15.5,42.5,0.369,-1.4,3.8,3.24083103753543e-05,1,3e-04,1,12,19,39,46
AAEL005621-RA-E1,21,32.5,9.5,3.394,1.8,3.4,3.24255592762237e-05,1,3e-04,1,38,27,11,8
AAEL018280-RB-E5,109.8,73.5,146,0.504,-1,5.6,3.25227474178603e-05,1,3e-04,1,88,59,142,150
AAEL017061-RA-E1,58,79,37,2.112,1.1,4.8,3.25331663463811e-05,1,3e-04,1,75,83,36,38
AAEL010230-RA-E2,106,139.5,72.5,1.92,0.9,5.6,3.25395170933319e-05,1,3e-04,1,149,130,66,79
AAEL009706-RB-E1,10,17,3,5.567,2.5,2.5,3.2546575239654e-05,1,3e-04,1,15,19,3,3
AAEL020954-RA-E11,39.2,55.5,23,2.388,1.3,4.3,3.27467599095101e-05,1,3e-04,1,58,53,21,25
AAEL003789-RB-E1,40.8,24.5,57,0.428,-1.2,4.2,3.28681782225282e-05,1,3e-04,1,25,24,58,56
AAEL006772-RB-E1,5.5,0.5,10.5,0.062,-4,1.7,3.29810382684691e-05,1,3e-04,1,1,0,9,12
AAEL013724-RB-E6,23.2,11,35.5,0.306,-1.7,3.4,3.30054307427724e-05,1,3e-04,1,7,15,33,38
AAEL012143-RB-E3,23.5,12,35,0.346,-1.5,3.5,3.3048883827578e-05,1,3e-04,1,12,12,34,36
AAEL027912-RA-E1,10.2,18.5,2,9.259,3.2,2.5,3.31805961439087e-05,1,3e-04,1,12,25,0,4
AAEL014318-RA-E2,92,127.5,56.5,2.246,1.2,5.4,3.32012619936708e-05,1,3e-04,1,119,136,74,39
AAEL005827-RB-E1,11.8,3.5,20,0.197,-2.3,2.6,3.32646102514474e-05,1,3e-04,1,3,4,16,24
AAEL017030-RA-E2,224.8,287,162.5,1.765,0.8,6.7,3.34769896123353e-05,1,3e-04,1,309,265,152,173
AAEL027674-RA-E3,348,440.5,255.5,1.726,0.8,7.3,3.3486039135169e-05,1,3e-04,1,410,471,234,277
AAEL020631-RA-E4,75.5,49,102,0.478,-1.1,5.1,3.35988799176956e-05,1,3e-04,1,45,53,117,87
AAEL019618-RB-E17,6.5,12,1,11.241,3.5,2,3.36852470165958e-05,1,3e-04,1,12,12,2,0
AAEL004833-RA-E3,131.8,172,91.5,1.882,0.9,5.9,3.39788727380168e-05,1,3e-04,1,186,158,82,101
AAEL000642-RA-E1,11.2,19,3.5,5.347,2.4,2.6,3.39821645819449e-05,1,3e-04,1,17,21,6,1
AAEL006254-RB-E4,10,17.5,2.5,7.13,2.8,2.5,3.4039388948159e-05,1,3e-04,1,13,22,1,4
AAEL024583-RA-E18,30.2,44,16.5,2.633,1.4,3.9,3.40524120864186e-05,1,3e-04,1,45,43,16,17
AAEL000923-RA-E4,489.8,341.5,638,0.535,-0.9,7.8,3.40871823269879e-05,1,3e-04,1,319,364,749,527
AAEL017395-RA-E2,70.2,44.5,96,0.461,-1.1,5,3.41171419402685e-05,1,3e-04,1,46,43,114,78
AAEL011263-RA-E1,36,52,20,2.584,1.4,4.1,3.41183347660572e-05,1,3e-04,1,45,59,20,20
AAEL002378-RB-E5,7.2,13.5,1,11.001,3.5,2.1,3.43637786946666e-05,1,3e-04,1,12,15,1,1
AAEL007281-RB-E4,8.5,15.5,1.5,9.201,3.2,2.3,3.43672633411998e-05,1,3e-04,1,21,10,2,1
AAEL012010-RA-E1,83.8,110.5,57,1.94,1,5.3,3.4416605928015e-05,1,3e-04,1,110,111,57,57
AAEL001554-RA-E2,48.8,30,67.5,0.442,-1.2,4.5,3.44347766832365e-05,1,3e-04,1,36,24,68,67
AAEL001859-RA-E4,46.2,26,66.5,0.391,-1.4,4.4,3.44548907667901e-05,1,3e-04,1,36,16,64,69
AAEL025594-RA-E3,71,46,96,0.484,-1,5,3.45274843312044e-05,1,3e-04,1,54,38,93,99
AAEL006805-RA-E1,7.5,13.5,1.5,8.755,3.1,2.2,3.45318858851749e-05,1,3e-04,1,12,15,1,2
AAEL019560-RA-E5,104,70,138,0.508,-1,5.6,3.46542562470774e-05,1,4e-04,1,76,64,155,121
AAEL008220-RA-E3,112.8,79,146.5,0.541,-0.9,5.7,3.46728567233622e-05,1,4e-04,1,81,77,139,154
AAEL008452-RA-E1,17.5,27.5,7.5,3.449,1.8,3.2,3.47635153095673e-05,1,4e-04,1,28,27,9,6
AAEL013635-RA-E4,38.2,22.5,54,0.414,-1.3,4.2,3.47781831803109e-05,1,4e-04,1,20,25,58,50
AAEL003514-RA-E4,119.2,80,158.5,0.508,-1,5.8,3.48532375962236e-05,1,4e-04,1,79,81,133,184
AAEL027157-RA-E2,6.5,12,1,13.393,3.7,2,3.48598079709557e-05,1,4e-04,1,11,13,1,1
AAEL007065-RB-E6,680.5,471,890,0.529,-0.9,8.3,3.49798539019451e-05,1,4e-04,1,494,448,718,1062
AAEL006585-RA-E3,10.2,18,2.5,7.314,2.9,2.5,3.5029773861595e-05,1,4e-04,1,23,13,1,4
AAEL020592-RA-E2,92,63,121,0.523,-0.9,5.4,3.51175504515627e-05,1,4e-04,1,64,62,125,117
AAEL007803-RA-E3,25.8,13.5,38,0.361,-1.5,3.6,3.51804113213932e-05,1,4e-04,1,14,13,38,38
AAEL027936-RA-E1,114.2,150.5,78,1.935,1,5.7,3.52408188778088e-05,1,4e-04,1,140,161,67,89
AAEL020106-RA-E2,42.8,16.5,69,0.241,-2.1,4.3,3.52413137346656e-05,1,4e-04,1,27,6,47,91
AAEL011177-RA-E5,15.8,25,6.5,3.776,1.9,3,3.5255161572294e-05,1,4e-04,1,23,27,5,8
AAEL025455-RA-E15,7.8,1.5,14,0.138,-2.9,2.1,3.52638220457234e-05,1,4e-04,1,2,1,16,12
AAEL017186-RA-E3,21,10,32,0.313,-1.7,3.3,3.53026901916252e-05,1,4e-04,1,7,13,33,31
AAEL019556-RA-E16,84.2,57,111.5,0.51,-1,5.3,3.54505700983752e-05,1,4e-04,1,53,61,119,104
AAEL018219-RB-E55,45.5,63,28,2.249,1.2,4.4,3.57607370938566e-05,1,4e-04,1,62,64,31,25
AAEL014252-RB-E4,112.5,77.5,147.5,0.526,-0.9,5.7,3.57754040167789e-05,1,4e-04,1,87,68,140,155
AAEL009171-RC-E2,49.2,71.5,27,2.645,1.4,4.6,3.58217504352861e-05,1,4e-04,1,90,53,32,22
AAEL028037-RA-E7,307.8,225.5,390,0.578,-0.8,7.1,3.58329548978367e-05,1,4e-04,1,229,222,430,350
AAEL008686-RB-E6,17,7.5,26.5,0.284,-1.8,3.1,3.58337366865045e-05,1,4e-04,1,8,7,22,31
AAEL000949-RB-E8,17.2,7,27.5,0.256,-2,3.1,3.58884723225369e-05,1,4e-04,1,11,3,30,25
AAEL001113-RB-E3,529.8,683.5,376,1.818,0.9,7.9,3.5910269045243e-05,1,4e-04,1,622,745,431,321
AAEL014576-RA-E4,27.5,12.5,42.5,0.305,-1.7,3.7,3.59881876564265e-05,1,4e-04,1,18,7,34,51
AAEL001205-RA-E6,33.8,18,49.5,0.361,-1.5,4,3.61395915366326e-05,1,4e-04,1,21,15,40,59
AAEL014720-RA-E2,36,21.5,50.5,0.42,-1.3,4.1,3.62025518885268e-05,1,4e-04,1,22,21,48,53
AAEL002565-RH-E2,34.5,50.5,18.5,2.692,1.4,4.1,3.62661215399777e-05,1,4e-04,1,60,41,21,16
AAEL012351-RB-E2,7.2,1,13.5,0.106,-3.2,2,3.62907205388017e-05,1,4e-04,1,1,1,17,10
AAEL006073-RA-E1,21.8,10,33.5,0.304,-1.7,3.4,3.63022947864113e-05,1,4e-04,1,14,6,31,36
AAEL001666-RA-E8,16,5,27,0.195,-2.4,3,3.63631185442394e-05,1,4e-04,1,4,6,17,37
AAEL024953-RA-E6,141,101.5,180.5,0.563,-0.8,6,3.6448845638677e-05,1,4e-04,1,104,99,181,180
AAEL016999-RA-E4,18.5,8.5,28.5,0.299,-1.7,3.2,3.64677494324698e-05,1,4e-04,1,11,6,30,27
AAEL014419-RA-E1,12.5,21,4,5.072,2.3,2.8,3.65087167490088e-05,1,4e-04,1,17,25,4,4
AAEL019880-RA-E17,11.8,4,19.5,0.215,-2.2,2.6,3.65716839952201e-05,1,4e-04,1,5,3,21,18
AAEL001511-RA-E2,44.5,27,62,0.438,-1.2,4.4,3.66171054932478e-05,1,4e-04,1,30,24,65,59
AAEL003005-RE-E3,94.5,59,130,0.452,-1.1,5.4,3.67769383969658e-05,1,4e-04,1,51,67,159,101
AAEL005868-RA-E3,52.2,73.5,31,2.358,1.2,4.6,3.68391541113296e-05,1,4e-04,1,73,74,21,41
AAEL021666-RC-E3,37.8,56,19.5,2.859,1.5,4.2,3.70676605218639e-05,1,4e-04,1,71,41,19,20
AAEL021365-RA-E7,23.2,8.5,38,0.232,-2.1,3.5,3.71189191781472e-05,1,4e-04,1,13,4,51,25
AAEL010477-RA-E2,5.5,0.5,10.5,0.063,-4,1.7,3.71688188474473e-05,1,4e-04,1,1,0,12,9
AAEL026220-RA-E12,69.8,45.5,94,0.482,-1.1,5,3.73273471778167e-05,1,4e-04,1,45,46,82,106
AAEL001249-RA-E1,22.8,11,34.5,0.329,-1.6,3.4,3.7356628858959e-05,1,4e-04,1,12,10,31,38
AAEL003536-RA-E2,59.8,37.5,82,0.462,-1.1,4.8,3.75858390126168e-05,1,4e-04,1,31,44,76,88
AAEL016973-RA-E2,119.8,80.5,159,0.509,-1,5.8,3.76219086648827e-05,1,4e-04,1,77,84,134,184
AAEL012549-RB-E6,42.5,60.5,24.5,2.473,1.3,4.4,3.77516626831083e-05,1,4e-04,1,50,71,27,22
AAEL011090-RA-E5,9.5,1.5,17.5,0.11,-3.2,2.3,3.7995398523395e-05,1,4e-04,1,2,1,9,26
AAEL002548-RB-E1,46.2,28.5,64,0.445,-1.2,4.4,3.79975382346186e-05,1,4e-04,1,27,30,60,68
AAEL022725-RA-E3,85.5,57,114,0.501,-1,5.3,3.80982737372826e-05,1,4e-04,1,53,61,101,127
AAEL003371-RB-E2,95.2,65.5,125,0.522,-0.9,5.4,3.81839464896206e-05,1,4e-04,1,60,71,119,131
AAEL008490-RB-E2,80.5,107.5,53.5,1.995,1,5.2,3.82040604395488e-05,1,4e-04,1,117,98,52,55
AAEL027938-RA-E8,59.8,81,38.5,2.099,1.1,4.8,3.83508763538981e-05,1,4e-04,1,79,83,38,39
AAEL011541-RA-E9,40,23,57,0.403,-1.3,4.2,3.86073536268903e-05,1,4e-04,1,16,30,59,55
AAEL007240-RB-E7,23.2,12,34.5,0.353,-1.5,3.5,3.86740129740913e-05,1,4e-04,1,11,13,36,33
AAEL005481-RB-E8,171.5,218.5,124.5,1.752,0.8,6.3,3.86951820430129e-05,1,4e-04,1,217,220,132,117
AAEL009262-RB-E5,25.8,13,38.5,0.341,-1.6,3.6,3.87439687624784e-05,1,4e-04,1,10,16,43,34
AAEL018695-RB-E4,24,12,36,0.334,-1.6,3.5,3.87456286338015e-05,1,4e-04,1,12,12,41,31
AAEL023028-RA-E2,56.8,36.5,77,0.475,-1.1,4.7,3.88312844634343e-05,1,4e-04,1,39,34,74,80
AAEL005216-RA-E4,57.2,36.5,78,0.468,-1.1,4.7,3.8911307973155e-05,1,4e-04,1,36,37,86,70
AAEL012975-RE-E6,37.2,53,21.5,2.504,1.3,4.2,3.89530812987377e-05,1,4e-04,1,59,47,19,24
AAEL013303-RB-E3,14,22.5,5.5,4.131,2,2.9,3.9050437918367e-05,1,4e-04,1,23,22,4,7
AAEL024342-RA-E3,11.8,4,19.5,0.232,-2.1,2.6,3.90857763549537e-05,1,4e-04,1,4,4,20,19
AAEL025729-RA-E8,367.5,277,458,0.606,-0.7,7.4,3.91549115718715e-05,1,4e-04,1,281,273,485,431
AAEL026551-RA-E6,7.5,13.5,1.5,9.863,3.3,2.2,3.91858313336603e-05,1,4e-04,1,15,12,2,1
AAEL019718-RA-E1,92.5,139,46,3.004,1.6,5.4,3.93058060677838e-05,1,4e-04,1,115,163,22,70
AAEL005217-RA-E2,25,11.5,38.5,0.305,-1.7,3.6,3.93206050369325e-05,1,4e-04,1,13,10,29,48
AAEL023716-RA-E4,293.2,218.5,368,0.594,-0.8,7.1,3.93235793064425e-05,1,4e-04,1,211,226,390,346
AAEL020311-RA-E5,23,7,39,0.188,-2.4,3.4,3.93409166292902e-05,1,4e-04,1,5,9,19,59
AAEL008767-RA-E2,5.5,10.5,0.5,17.394,4.1,1.8,3.93727977519107e-05,1,4e-04,1,9,12,1,0
AAEL001818-RB-E5,6.5,12,1,11.424,3.5,2,3.95546955084669e-05,1,4e-04,1,11,13,2,0
AAEL007229-RA-E4,10.2,3,17.5,0.197,-2.3,2.4,3.95907271633412e-05,1,4e-04,1,2,4,17,18
AAEL020264-RE-E1,10,17.5,2.5,7.096,2.8,2.5,3.96427888070294e-05,1,4e-04,1,22,13,1,4
