name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,Sugar_1,Sugar_2,Blood_1,Blood_2
AAEL024500,34.8,23,46.5,0.494,-1,5.8,7.39194477968514e-05,0.6558,5e-04,1,23,23,41,52
AAEL007289,37.8,25.5,50,0.513,-1,5.9,7.42092120961027e-05,0.6583,5e-04,1,27,24,40,60
AAEL005281,21.8,12,31.5,0.393,-1.3,5.2,7.44866723578446e-05,0.6606,5e-04,1,14,10,32,31
AAEL010822,22,12.5,31.5,0.393,-1.3,5.2,7.44866723578446e-05,0.6606,5e-04,1,12,13,31,32
AAEL006895,41.5,54.5,28.5,1.921,0.9,6.1,7.47645926030519e-05,0.6629,5e-04,1,52,57,32,25
AAEL011741,41.5,54.5,28.5,1.903,0.9,6.1,7.47645926030519e-05,0.6629,5e-04,1,55,54,29,28
AAEL004873,117.5,143,92,1.555,0.6,7.6,7.53857685406358e-05,0.6684,5e-04,1,133,153,95,89
AAEL026922,28.5,39.5,17.5,2.241,1.2,5.6,7.58942435319034e-05,0.6727,5e-04,1,46,33,18,17
AAEL000053,29.2,18.5,40,0.46,-1.1,5.6,7.58942435319034e-05,0.6727,5e-04,1,18,19,41,39
AAEL012694,17.5,26,9,2.899,1.5,5,7.60107170512268e-05,0.6737,5e-04,1,29,23,7,11
AAEL002378,5,9,1,13.136,3.7,3.5,7.64020708183258e-05,0.6771,5e-04,1,8,10,1,1
AAEL020071,23,13,33,0.411,-1.3,5.2,7.71474233732057e-05,0.6836,5e-04,1,14,12,29,37
AAEL028180,26.8,16.5,37,0.447,-1.2,5.4,7.87717804994864e-05,0.6979,5e-04,1,17,16,34,40
AAEL006123,25.5,15.5,35.5,0.433,-1.2,5.4,7.9158452238775e-05,0.7013,5e-04,1,19,12,34,37
AAEL004436,44,30.5,57.5,0.533,-0.9,6.1,7.97565884862622e-05,0.7065,5e-04,1,32,29,49,66
AAEL009662,60.8,43.5,78,0.562,-0.8,6.6,8.08874684100623e-05,0.7164,5e-04,1,51,36,71,85
AAEL003449,32.2,21,43.5,0.482,-1.1,5.7,8.14814647309149e-05,0.7214,5e-04,1,20,22,39,48
AAEL011415,32.2,21,43.5,0.482,-1.1,5.7,8.14814647309149e-05,0.7214,5e-04,1,21,21,43,44
AAEL000973,32.5,21,44,0.481,-1.1,5.7,8.14814647309149e-05,0.7214,5e-04,1,24,18,44,44
AAEL003654,32.8,21,44.5,0.48,-1.1,5.7,8.14814647309149e-05,0.7214,5e-04,1,23,19,39,50
AAEL011587,1222,1366.5,1077.5,1.268,0.3,10.9,8.19866793127215e-05,0.7257,5e-04,1,1404,1329,1045,1110
AAEL027054,52.8,37.5,68,0.551,-0.9,6.4,8.20713886536008e-05,0.7264,5e-04,1,36,39,70,66
AAEL003170,20,11.5,28.5,0.395,-1.3,5,8.26818903248186e-05,0.7317,5e-04,1,15,8,29,28
AAEL005709,93.8,71.5,116,0.619,-0.7,7.2,8.41772573492015e-05,0.7449,5e-04,1,74,69,104,128
AAEL014180,45.2,32,58.5,0.546,-0.9,6.2,8.41961031042168e-05,0.745,5e-04,1,33,31,58,59
AAEL021664,30,41.5,18.5,2.184,1.1,5.7,8.49300319313752e-05,0.7512,5e-04,1,44,39,18,19
AAEL006750,31.5,20.5,42.5,0.479,-1.1,5.7,8.49300319313752e-05,0.7512,5e-04,1,16,25,41,44
AAEL013295,31.2,20,42.5,0.47,-1.1,5.7,8.49300319313752e-05,0.7512,5e-04,1,20,20,44,41
AAEL010903,47,33.5,60.5,0.552,-0.9,6.2,8.51049293683626e-05,0.7527,5e-04,1,32,35,64,57
AAEL013463,67.2,48.5,86,0.567,-0.8,6.7,8.54949666534436e-05,0.756,5e-04,1,55,42,73,99
AAEL017811,43,56.5,29.5,1.9,0.9,6.2,8.79674304090229e-05,0.7778,5e-04,1,65,48,35,24
AAEL007102,6,11,1,7.774,3,3.8,8.81518927328381e-05,0.7793,5e-04,1,11,11,1,1
AAEL008029,6.8,2,11.5,0.164,-2.6,3.7,8.81518927328381e-05,0.7793,5e-04,1,2,2,14,9
AAEL006050,34.2,22.5,46,0.492,-1,5.8,8.84303365220327e-05,0.7816,5e-04,1,22,23,45,47
AAEL005618,14.8,22.5,7,3.125,1.6,4.8,8.88135076423532e-05,0.7848,6e-04,1,23,22,8,6
AAEL011212,16,8,24,0.342,-1.5,4.7,8.88135076423532e-05,0.7848,6e-04,1,7,9,24,24
AAEL008952,52,37,67,0.555,-0.8,6.4,8.90328024905471e-05,0.7867,6e-04,1,35,39,72,62
AAEL014450,41,53.5,28.5,1.888,0.9,6.1,8.92934746632023e-05,0.7888,6e-04,1,50,57,31,26
AAEL018212,42,29,55,0.53,-0.9,6.1,8.92934746632023e-05,0.7888,6e-04,1,31,27,55,55
AAEL010205,446.5,508,385,1.32,0.4,9.5,9.00367290136308e-05,0.7953,6e-04,1,502,514,373,397
AAEL020258,21.5,30.5,12.5,2.509,1.3,5.2,9.12546142546477e-05,0.806,6e-04,1,31,30,10,15
AAEL001416,53.5,38,69,0.55,-0.9,6.4,9.14603467186918e-05,0.8077,6e-04,1,34,42,72,66
AAEL024343,247.5,205.5,289.5,0.71,-0.5,8.6,9.22005985062507e-05,0.8141,6e-04,1,215,196,273,306
AAEL022467,45.8,32.5,59,0.548,-0.9,6.2,9.25171954394785e-05,0.8168,6e-04,1,34,31,59,59
AAEL013230,23.8,14.5,33,0.431,-1.2,5.3,9.33389424539048e-05,0.8238,6e-04,1,15,14,34,32
AAEL019552,23.8,14.5,33,0.426,-1.2,5.3,9.33389424539048e-05,0.8238,6e-04,1,14,15,34,32
AAEL002401,52.5,37,68,0.549,-0.9,6.4,9.33428073858423e-05,0.8238,6e-04,1,39,35,58,78
AAEL008482,25,15,35,0.441,-1.2,5.3,9.41498093354335e-05,0.8308,6e-04,1,17,13,31,39
AAEL025801,25,15,35,0.428,-1.2,5.3,9.41498093354335e-05,0.8308,6e-04,1,12,18,36,34
AAEL005901,1209.5,1352,1067,1.267,0.3,10.9,9.52576522677811e-05,0.8405,6e-04,1,1307,1397,1043,1091
AAEL006113,19,10.5,27.5,0.377,-1.4,5,9.67064976734636e-05,0.853,6e-04,1,10,11,29,26
AAEL003594,18.8,10,27.5,0.372,-1.4,5,9.67064976734636e-05,0.853,6e-04,1,8,12,27,28
AAEL008015,93,71,115,0.616,-0.7,7.2,9.67313952596683e-05,0.8532,6e-04,1,77,65,128,102
AAEL024136,12.5,5.5,19.5,0.286,-1.8,4.4,9.88557819799136e-05,0.8718,6e-04,1,6,5,18,21
AAEL014053,56.5,40.5,72.5,0.564,-0.8,6.5,9.98416070348582e-05,0.8804,6e-04,1,40,41,70,75
AAEL022615,15,7.5,22.5,0.338,-1.6,4.7,0.000100962449227995,0.8902,6e-04,1,8,7,25,20
AAEL009787,30.5,19.5,41.5,0.474,-1.1,5.6,0.000101556734941378,0.8953,6e-04,1,18,21,40,43
AAEL022698,61.8,45,78.5,0.571,-0.8,6.6,0.000101587112012554,0.8955,6e-04,1,45,45,75,82
AAEL023060,76.8,58,95.5,0.605,-0.7,6.9,0.000102980167362031,0.9077,6e-04,1,60,56,100,91
AAEL008220,53.5,38.5,68.5,0.556,-0.8,6.4,0.000104247291437107,0.9187,6e-04,1,40,37,67,70
AAEL004482,29,18.5,39.5,0.465,-1.1,5.6,0.000105202730364098,0.927,6e-04,1,18,19,37,42
AAEL013025,62,45.5,78.5,0.579,-0.8,6.6,0.000106029771360399,0.9342,6e-04,1,46,45,79,78
AAEL008609,10.5,17,4,4.188,2.1,4.4,0.00010641023947239,0.9374,6e-04,1,18,16,3,5
AAEL013110,11,4.5,17.5,0.275,-1.9,4.3,0.00010641023947239,0.9374,6e-04,1,5,4,16,19
AAEL018695,41.5,28.5,54.5,0.529,-0.9,6,0.000106661447047648,0.9394,6e-04,1,30,27,55,54
AAEL025514,48.8,63,34.5,1.846,0.9,6.4,0.000106668371447965,0.9394,6e-04,1,62,64,36,33
AAEL008579,70,52,88,0.592,-0.8,6.8,0.000107766995588598,0.949,7e-04,1,54,50,93,83
AAEL006139,20.5,29.5,11.5,2.562,1.4,5.2,0.00010787116104217,0.9498,7e-04,1,28,31,10,13
AAEL000802,27.8,17.5,38,0.455,-1.1,5.5,0.000108247172437059,0.9529,7e-04,1,20,15,37,39
AAEL008636,27.8,17.5,38,0.453,-1.1,5.5,0.000108247172437059,0.9529,7e-04,1,20,15,34,42
AAEL002843,51,36.5,65.5,0.556,-0.8,6.3,0.00010919165119345,0.9611,7e-04,1,38,35,67,64
AAEL010346,89,66,112,0.592,-0.8,7.1,0.0001104992692806,0.9725,7e-04,1,72,60,93,131
AAEL001032,95.8,74.5,117,0.634,-0.7,7.2,0.000110625638913695,0.9735,7e-04,1,74,75,115,119
AAEL021862,22.8,13.5,32,0.421,-1.2,5.2,0.000110711657846325,0.9739,7e-04,1,15,12,27,37
AAEL002560,22.8,13.5,32,0.419,-1.3,5.2,0.000110711657846325,0.9739,7e-04,1,10,17,31,33
AAEL003495,23,13.5,32.5,0.413,-1.3,5.2,0.000110711657846325,0.9739,7e-04,1,13,14,29,36
AAEL026343,46.5,33,60,0.553,-0.9,6.2,0.000111007468662565,0.9764,7e-04,1,35,31,58,62
AAEL004434,437,516.5,357.5,1.444,0.5,9.4,0.000111821171593687,0.9835,7e-04,1,486,547,399,316
AAEL000897,10.2,4,16.5,0.248,-2,4.2,0.000112578169288308,0.99,7e-04,1,3,5,15,18
AAEL012389,18,10,26,0.385,-1.4,4.9,0.000112902493018153,0.9926,7e-04,1,9,11,24,28
AAEL013121,18.5,10,27,0.372,-1.4,4.9,0.000112902493018153,0.9926,7e-04,1,7,13,27,27
AAEL001655,35,23.5,46.5,0.501,-1,5.8,0.000112992081122463,0.9933,7e-04,1,22,25,46,47
AAEL011624,8,13.5,2.5,5.358,2.4,4,0.000113349718202145,0.9962,7e-04,1,17,10,2,3
AAEL012990,8.2,2.5,14,0.202,-2.3,3.9,0.000113349718202145,0.9962,7e-04,1,3,2,12,16
AAEL004169,93.8,72,115.5,0.623,-0.7,7.2,0.000113511254178579,0.9975,7e-04,1,65,79,108,123
AAEL011199,77.2,58,96.5,0.599,-0.7,6.9,0.000113541906330371,0.9977,7e-04,1,66,50,98,95
AAEL006226,14.5,7,22,0.325,-1.6,4.6,0.000114101854603475,1,7e-04,1,7,7,23,21
AAEL028087,40.2,27.5,53,0.525,-0.9,6,0.000115014221090805,1,7e-04,1,26,29,47,59
AAEL001216,154,124.5,183.5,0.681,-0.6,7.9,0.000115362848057672,1,7e-04,1,116,133,184,183
AAEL009747,1744.8,2028.5,1461,1.388,0.5,11.4,0.000115719754218158,1,7e-04,1,1869,2188,1568,1354
AAEL013643,48.5,34.5,62.5,0.554,-0.9,6.3,0.000116367098351992,1,7e-04,1,34,35,57,68
AAEL015606,9.8,4,15.5,0.241,-2.1,4.1,0.000116506330425511,1,7e-04,1,4,4,17,14
AAEL008599,8.2,14,2.5,5.239,2.4,4.1,0.000117154249904297,1,7e-04,1,14,14,2,3
AAEL019651,16.2,8.5,24,0.36,-1.5,4.8,0.00011763645708431,1,7e-04,1,9,8,24,24
AAEL004833,35.8,47.5,24,1.981,1,5.9,0.000118973739357858,1,7e-04,1,52,43,22,26
AAEL022282,34,22.5,45.5,0.493,-1,5.8,0.000119846553238178,1,7e-04,1,23,22,45,46
AAEL004382,63,79.5,46.5,1.723,0.8,6.7,0.000120070527560071,1,7e-04,1,79,80,49,44
AAEL003116,1034.5,1164.5,904.5,1.288,0.4,10.7,0.000120411081500354,1,7e-04,1,1154,1175,854,955
AAEL027249,45.8,32.5,59,0.552,-0.9,6.2,0.000120933349008167,1,7e-04,1,30,35,60,58
AAEL012167,96,74.5,117.5,0.635,-0.7,7.2,0.000120950111616009,1,7e-04,1,71,78,116,119
AAEL002880,5.2,9.5,1,10.577,3.4,3.6,0.000121310641855316,1,7e-04,1,12,7,1,1
AAEL011631,5.8,1,10.5,0.133,-2.9,3.5,0.000121310641855316,1,7e-04,1,1,1,8,13
AAEL006749,18.5,27,10,2.686,1.4,5.1,0.000121353708227871,1,7e-04,1,24,30,11,9
AAEL002837,19.5,11,28,0.397,-1.3,5,0.000121353708227871,1,7e-04,1,10,12,27,29
AAEL026244,19.5,11,28,0.385,-1.4,5,0.000121353708227871,1,7e-04,1,10,12,28,28
AAEL003907,49.5,35.5,63.5,0.561,-0.8,6.3,0.000122228031616898,1,7e-04,1,35,36,63,64
AAEL002145,33.2,22,44.5,0.497,-1,5.7,0.000126637854697089,1,8e-04,1,25,19,43,46
AAEL001321,35.8,24,47.5,0.505,-1,5.8,0.00012703429924874,1,8e-04,1,24,24,45,50
AAEL012856,35.8,24,47.5,0.504,-1,5.8,0.00012703429924874,1,8e-04,1,26,22,49,46
AAEL013163,19.8,28.5,11,2.526,1.3,5.2,0.000127418718728542,1,8e-04,1,28,29,8,14
AAEL021610,13,20,6,3.297,1.7,4.6,0.000128052002818741,1,8e-04,1,24,16,7,5
AAEL006476,26,36,16,2.258,1.2,5.5,0.000129297132050913,1,8e-04,1,36,36,16,16
AAEL009308,27,16.5,37.5,0.452,-1.1,5.5,0.000129297132050913,1,8e-04,1,20,13,38,37
AAEL013541,42.2,29.5,55,0.538,-0.9,6.1,0.000130008578073003,1,8e-04,1,30,29,50,60
AAEL002084,53.2,38.5,68,0.566,-0.8,6.4,0.000130239518219377,1,8e-04,1,40,37,68,68
AAEL011206,21,30,12,2.515,1.3,5.2,0.000131260852882275,1,8e-04,1,34,26,14,10
AAEL024977,16.8,24.5,9,2.832,1.5,4.9,0.000131532687519042,1,8e-04,1,23,26,7,11
AAEL018322,25.8,16,35.5,0.451,-1.1,5.4,0.000131865014422602,1,8e-04,1,14,18,34,37
AAEL027483,26,16,36,0.448,-1.2,5.4,0.000131865014422602,1,8e-04,1,14,18,38,34
AAEL000157,25.8,16,35.5,0.445,-1.2,5.4,0.000131865014422602,1,8e-04,1,18,14,39,32
AAEL006022,45.8,32.5,59,0.554,-0.9,6.2,0.000132276356214089,1,8e-04,1,36,29,60,58
AAEL000922,24.5,15,34,0.448,-1.2,5.3,0.000133221330731964,1,8e-04,1,15,15,33,35
AAEL001332,31.8,21,42.5,0.489,-1,5.7,0.000133245217698907,1,8e-04,1,21,21,46,39
AAEL025594,31.5,20.5,42.5,0.485,-1,5.7,0.000133245217698907,1,8e-04,1,22,19,39,46
AAEL014729,50.8,36.5,65,0.561,-0.8,6.3,0.000138478460660701,1,8e-04,1,44,29,66,64
AAEL005017,101,123.5,78.5,1.57,0.7,7.4,0.000139527989957606,1,8e-04,1,123,124,68,89
AAEL014275,79.2,60.5,98,0.616,-0.7,7,0.000140092556354671,1,8e-04,1,60,61,103,93
AAEL006224,39.8,52,27.5,1.906,0.9,6.1,0.000140812716792681,1,8e-04,1,51,53,25,30
AAEL026565,244.8,289.5,200,1.451,0.5,8.6,0.000141153984746262,1,8e-04,1,317,262,188,212
AAEL025228,115.2,91.5,139,0.657,-0.6,7.5,0.000142425713808438,1,8e-04,1,92,91,147,131
AAEL020963,12,19,5,3.666,1.9,4.5,0.000142500883992634,1,8e-04,1,19,19,3,7
AAEL026634,11.8,18.5,5,3.657,1.9,4.5,0.000142500883992634,1,8e-04,2,19,18,6,4
AAEL010799,12,18.5,5.5,3.589,1.8,4.5,0.000142500883992634,1,8e-04,2,19,18,3,8
AAEL004607,61.5,78.5,44.5,1.752,0.8,6.7,0.000146291872952508,1,9e-04,2,88,69,49,40
AAEL008958,136.8,110,163.5,0.674,-0.6,7.7,0.000146794618254046,1,9e-04,2,116,104,164,163
AAEL008801,37.2,49,25.5,1.934,1,6,0.000147995171723069,1,9e-04,2,51,47,28,23
AAEL000793,319.5,372,267,1.394,0.5,9,0.000148704260687067,1,9e-04,2,378,366,240,294
AAEL009872,156.2,185,127.5,1.451,0.5,8,0.000149125513583025,1,9e-04,2,183,187,125,130
AAEL018280,55.5,40,71,0.569,-0.8,6.5,0.000150015352728577,1,9e-04,2,44,36,71,71
AAEL006073,27.5,17.5,37.5,0.467,-1.1,5.5,0.000150350360383224,1,9e-04,2,19,16,33,42
AAEL001077,19.2,28,10.5,2.648,1.4,5.1,0.000150380677805978,1,9e-04,2,31,25,12,9
AAEL025915,19,27.5,10.5,2.603,1.4,5.1,0.000150380677805978,1,9e-04,2,27,28,11,10
AAEL009500,20,11.5,28.5,0.398,-1.3,5.1,0.000150380677805978,1,9e-04,2,13,10,33,24
AAEL014762,77.5,58.5,96.5,0.613,-0.7,6.9,0.00015049405209012,1,9e-04,2,63,54,97,96
AAEL011055,57.2,73,41.5,1.752,0.8,6.6,0.000151957278174572,1,9e-04,2,74,72,47,36
AAEL012980,198.2,232,164.5,1.41,0.5,8.3,0.000152008621344682,1,9e-04,2,238,226,161,168
AAEL011361,40,28,52,0.532,-0.9,6,0.000152259044935074,1,9e-04,2,28,28,51,53
AAEL004438,39.5,27,52,0.532,-0.9,6,0.000152259044935074,1,9e-04,2,28,26,46,58
AAEL023591,143.2,172,114.5,1.497,0.6,7.9,0.00015244597278341,1,9e-04,2,187,157,115,114
AAEL000265,16,23.5,8.5,2.822,1.5,4.9,0.000152862862467438,1,9e-04,2,20,27,8,9
AAEL027396,16.5,9,24,0.359,-1.5,4.8,0.000152862862467438,1,9e-04,2,8,10,21,27
AAEL008741,26.2,16.5,36,0.462,-1.1,5.4,0.00015445647848486,1,9e-04,2,15,18,39,33
AAEL019930,26.2,16.5,36,0.455,-1.1,5.4,0.00015445647848486,1,9e-04,2,17,16,34,38
AAEL020895,14,21.5,6.5,3.198,1.7,4.7,0.000154555710393192,1,9e-04,2,23,20,6,7
AAEL015293,14.5,7,22,0.333,-1.6,4.7,0.000154555710393192,1,9e-04,2,8,6,26,18
AAEL010514,101.5,79.5,123.5,0.645,-0.6,7.3,0.000155159569048954,1,9e-04,2,79,80,117,130
AAEL000042,21.2,12.5,30,0.42,-1.3,5.1,0.000155546518143991,1,9e-04,2,12,13,27,33
AAEL002815,21.2,12.5,30,0.419,-1.3,5.2,0.000155546518143991,1,9e-04,2,19,6,27,33
AAEL012650,21.2,12.5,30,0.419,-1.3,5.1,0.000155546518143991,1,9e-04,2,14,11,33,27
AAEL003065,21,12,30,0.417,-1.3,5.1,0.000155546518143991,1,9e-04,2,11,13,26,34
AAEL025872,58.8,75,42.5,1.76,0.8,6.6,0.000156558321857549,1,9e-04,2,81,69,38,47
AAEL027610,6,11,1,8.765,3.1,3.7,0.000156803039914432,1,9e-04,2,10,12,1,1
AAEL013350,6.2,11,1.5,7.906,3,3.7,0.000156803039914432,1,9e-04,2,9,13,2,1
AAEL014212,43.2,30.5,56,0.551,-0.9,6.1,0.000156969854820425,1,9e-04,2,33,28,60,52
AAEL003316,21.8,31,12.5,2.474,1.3,5.3,0.000158212364146511,1,9e-04,2,32,30,11,14
AAEL012019,30.8,20.5,41,0.493,-1,5.6,0.000159502545155264,1,9e-04,2,22,19,36,46
AAEL022105,30.5,20,41,0.484,-1,5.6,0.000159502545155264,1,9e-04,2,20,20,43,39
AAEL017516,2322.5,2607.5,2037.5,1.28,0.4,11.8,0.000160967184933372,1,9e-04,2,2760,2455,2060,2015
AAEL001257,18,10,26,0.391,-1.4,4.9,0.000166923823310482,1,0.001,2,11,9,23,29
AAEL004977,42,29.5,54.5,0.545,-0.9,6.1,0.000170682457732525,1,0.001,2,30,29,58,51
AAEL022229,28.5,18.5,38.5,0.475,-1.1,5.5,0.000173834295916306,1,0.001,2,18,19,33,44
AAEL008736,28.5,18.5,38.5,0.472,-1.1,5.5,0.000173834295916306,1,0.001,2,18,19,36,41
AAEL010085,14.2,7.5,21,0.339,-1.6,4.6,0.000175832892972088,1,0.001,2,8,7,16,26
AAEL004528,16.2,9,23.5,0.363,-1.5,4.8,0.000177147214187348,1,0.001,2,8,10,19,28
AAEL023759,75.2,57,93.5,0.61,-0.7,6.9,0.000177207332046188,1,0.001,2,49,65,97,90
AAEL009649,54.2,39.5,69,0.569,-0.8,6.4,0.000177506705237465,1,0.001,2,40,39,73,65
AAEL001223,81.8,63,100.5,0.623,-0.7,7,0.00017765314311408,1,0.001,2,64,62,103,98
AAEL008097,26,36,16,2.225,1.2,5.5,0.000179781737691839,1,0.001,2,35,37,17,15
AAEL008878,27,17,37,0.467,-1.1,5.5,0.000179781737691839,1,0.001,2,16,18,38,36
AAEL018320,34.5,23.5,45.5,0.516,-1,5.8,0.000181980848521228,1,0.001,2,25,22,49,42
AAEL018182,34,23,45,0.508,-1,5.8,0.000181980848521228,1,0.001,2,23,23,46,44
AAEL004043,10.5,4.5,16.5,0.265,-1.9,4.2,0.000182699433421742,1,0.001,2,5,4,16,17
AAEL006407,10.2,4,16.5,0.254,-2,4.2,0.000182699433421742,1,0.001,2,4,4,15,18
AAEL002534,109.5,133,86,1.543,0.6,7.5,0.000184441685746629,1,0.0011,2,124,142,93,79
AAEL015557,21.2,12,30.5,0.392,-1.4,5.1,0.000185765753896842,1,0.0011,2,11,13,41,20
AAEL005097,1709.5,1892.5,1526.5,1.239,0.3,11.4,0.000186451584660855,1,0.0011,2,1958,1827,1545,1508
AAEL023169,46,33,59,0.563,-0.8,6.2,0.000187297915771495,1,0.0011,2,34,32,63,55
AAEL006240,23.8,33,14.5,2.267,1.2,5.4,0.000187738361077189,1,0.0011,2,35,31,15,14
AAEL020015,52.5,38,67,0.567,-0.8,6.4,0.000188310835548118,1,0.0011,2,38,38,75,59
AAEL023676,50.5,36.5,64.5,0.569,-0.8,6.3,0.00019087252972086,1,0.0011,2,36,37,62,67
AAEL008473,28.5,39,18,2.11,1.1,5.6,0.000190978861736101,1,0.0011,2,39,39,16,20
AAEL006320,30,19.5,40.5,0.48,-1.1,5.6,0.000190978861736101,1,0.0011,2,20,19,41,40
AAEL018288,66.5,83.5,49.5,1.688,0.8,6.8,0.000196510930044452,1,0.0011,2,86,81,49,50
AAEL022107,12.5,19.5,5.5,3.453,1.8,4.6,0.000198780671671793,1,0.0011,2,20,19,5,6
AAEL019767,12.5,19,6,3.209,1.7,4.6,0.000198780671671793,1,0.0011,2,22,16,5,7
AAEL024700,63,46.5,79.5,0.591,-0.8,6.6,0.000199276534872204,1,0.0011,2,46,47,79,80
AAEL006087,53.2,38.5,68,0.573,-0.8,6.4,0.00020133220779782,1,0.0011,2,43,34,64,72
AAEL014031,89.8,70,109.5,0.636,-0.7,7.1,0.000202912121281638,1,0.0011,2,70,70,104,115
AAEL020631,34.5,23.5,45.5,0.518,-0.9,5.8,0.000203863753602303,1,0.0012,2,22,25,46,45
AAEL001323,14.5,22,7,3.055,1.6,4.8,0.000204606109601174,1,0.0012,2,26,18,7,7
AAEL026896,14.5,21.5,7.5,2.978,1.6,4.7,0.000204606109601174,1,0.0012,2,19,24,5,10
AAEL003346,15,7.5,22.5,0.345,-1.5,4.7,0.000204606109601174,1,0.0012,2,8,7,20,25
AAEL017179,43.2,31,55.5,0.557,-0.8,6.1,0.000204982259147382,1,0.0012,2,30,32,53,58
AAEL004154,27.5,18,37,0.48,-1.1,5.5,0.000208024653933345,1,0.0012,2,18,18,31,43
AAEL014252,36.5,25,48,0.522,-0.9,5.9,0.00021171745037443,1,0.0012,2,27,23,46,50
AAEL000276,71,53.5,88.5,0.602,-0.7,6.8,0.000213708884777207,1,0.0012,2,56,51,99,78
AAEL021750,26.2,16.5,36,0.465,-1.1,5.4,0.00021500900390002,1,0.0012,2,18,15,35,37
AAEL003945,26.2,16.5,36,0.46,-1.1,5.4,0.00021500900390002,1,0.0012,2,19,14,34,38
AAEL002228,53.2,68,38.5,1.77,0.8,6.5,0.000215508932461815,1,0.0012,2,67,69,34,43
AAEL021548,82.2,63,101.5,0.622,-0.7,7,0.000216458423682857,1,0.0012,2,55,71,106,97
AAEL007312,19.8,11.5,28,0.411,-1.3,5,0.00021803325298551,1,0.0012,2,13,10,28,28
AAEL000210,49.2,36,62.5,0.573,-0.8,6.3,0.000219312507943849,1,0.0012,2,37,35,64,61
AAEL001277,40,28,52,0.549,-0.9,6,0.000221331263700804,1,0.0012,2,27,29,51,53
AAEL023223,5.2,9.5,1,8.183,3,3.6,0.000221567802563561,1,0.0012,2,9,10,1,1
AAEL023292,5.2,1,9.5,0.123,-3,3.4,0.000221567802563561,1,0.0012,2,2,0,12,7
AAEL020789,11.8,18.5,5,3.447,1.8,4.5,0.000223014778867865,1,0.0012,2,18,19,5,5
AAEL003343,12.5,6,19,0.32,-1.6,4.4,0.000223014778867865,1,0.0012,2,7,5,20,18
AAEL019961,21,12,30,0.411,-1.3,5.1,0.000223302809256557,1,0.0013,2,13,11,29,31
AAEL007055,22.5,31.5,13.5,2.306,1.2,5.3,0.000224010829162033,1,0.0013,2,32,31,16,11
AAEL008462,23.8,14.5,33,0.448,-1.2,5.3,0.000224010829162033,1,0.0013,2,15,14,33,33
AAEL006486,16.2,8.5,24,0.368,-1.4,4.8,0.000227939479536919,1,0.0013,2,10,7,24,24
AAEL007683,16,8.5,23.5,0.366,-1.4,4.8,0.000227939479536919,1,0.0013,2,9,8,23,24
AAEL011217,29,19,39,0.481,-1.1,5.6,0.000228722548931475,1,0.0013,2,22,16,40,38
AAEL009959,105.5,83.5,127.5,0.659,-0.6,7.4,0.000228774955252237,1,0.0013,2,80,87,134,121
AAEL010315,277.5,322,233,1.379,0.5,8.8,0.000229915651713087,1,0.0013,2,300,344,241,225
AAEL018118,14.5,7.5,21.5,0.334,-1.6,4.6,0.00023539313206158,1,0.0013,2,8,7,20,23
AAEL003229,59.2,43.5,75,0.586,-0.8,6.6,0.000243545346507321,1,0.0014,3,42,45,74,76
AAEL020236,44.2,32,56.5,0.563,-0.8,6.1,0.000244070769236355,1,0.0014,3,31,33,63,50
AAEL001249,11.8,5.5,18,0.309,-1.7,4.4,0.000247877316419035,1,0.0014,3,6,5,16,20
AAEL021600,11.8,5.5,18,0.3,-1.7,4.4,0.000247877316419035,1,0.0014,3,6,5,12,24
AAEL006277,11.5,5,18,0.291,-1.8,4.3,0.000247877316419035,1,0.0014,3,7,3,14,22
AAEL020340,66.5,50,83,0.603,-0.7,6.7,0.000247968480678229,1,0.0014,3,50,50,74,92
AAEL003514,105.8,83.5,128,0.658,-0.6,7.4,0.000254438082683162,1,0.0014,3,84,83,123,133
AAEL003600,747,830.5,663.5,1.252,0.3,10.2,0.000258023491078798,1,0.0014,3,826,835,647,680
AAEL012260,37,25.5,48.5,0.534,-0.9,5.9,0.000260004145433814,1,0.0014,3,24,27,51,46
AAEL003601,253.5,293,214,1.368,0.5,8.7,0.00026241955922494,1,0.0015,3,290,296,199,229
AAEL013359,58.2,75,41.5,1.807,0.9,6.6,0.000262498873836988,1,0.0015,3,91,59,38,45
AAEL018310,39.2,27.5,51,0.546,-0.9,6,0.000264354307569724,1,0.0015,3,31,24,49,53
AAEL017508,39.2,27.5,51,0.543,-0.9,6,0.000264354307569724,1,0.0015,3,28,27,48,54
AAEL021532,15.8,8.5,23,0.367,-1.4,4.7,0.00026542792058639,1,0.0015,3,11,6,21,25
AAEL002523,21.8,13.5,30,0.44,-1.2,5.2,0.000268060360904262,1,0.0015,3,15,12,25,35
AAEL005445,13.8,7,20.5,0.348,-1.5,4.6,0.000269547402577189,1,0.0015,3,6,8,17,24
AAEL005968,13.8,7,20.5,0.34,-1.6,4.6,0.000269547402577189,1,0.0015,3,9,5,19,22
AAEL010596,13.5,6.5,20.5,0.33,-1.6,4.5,0.000269547402577189,1,0.0015,3,6,7,20,21
AAEL002194,13.8,6.5,21,0.325,-1.6,4.6,0.000269547402577189,1,0.0015,3,7,6,21,21
AAEL009898,70.5,53.5,87.5,0.612,-0.7,6.8,0.000270427948015017,1,0.0015,3,55,52,91,84
